Co_Ref,Prospect_Renewal_Date,Prospect_Outcome,Renewal_Impact_Due_to_Price_Increase,Other_Complaint,Mentioned_Competitors,crm_customer_complained,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,cc_business_struggles_financial_hardship,cc_contractor_sentiment,cc_contractor_sentiment_issues_score
GJ1118,2023-08-04,,,,,,,,,,,
GJ1118,2024-08-04,,,,,,,,,,,
GJ1118,2025-08-04,,,,,,,,,,,
GJ1233,2025-02-17,Won,No,No,Yes,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,Satisfied,85
GJ1233,2025-02-17,Won,No,No,Yes,No,No,No,No,No,Satisfied,85
GJ1357,2023-10-27,,,,,,,,,,,
GJ1357,2024-10-27,Won,No,No,No,,,,,,,
GJ1357,2025-10-27,,,,,,,,,,,
GJ1472,,,,,,No,Yes,No,No,,,
GJ1472,2023-09-01,,,,,,,,,,,
GJ1472,2024-09-01,,,,,,,,,,,
GJ1472,2025-09-01,,,,,,,,,,,
GJ1472,2026-09-01,,,,,,,,,,,
GJ1570,2023-12-22,,,,,,,,,,,
GJ1596,,,,,,No,No,No,No,,,
GJ1780,2023-11-07,,,,,,,,,,,
GJ1835,,,,,,No,No,No,No,,,
GJ1835,2023-09-19,,,,,,,,,,,
GJ1835,2024-09-19,,,,,,,,,,,
GJ1835,2025-09-19,,,,,,,,,,,
GJ1882,2024-05-05,Won,No,No,No,No,No,No,No,,,
GJ1882,2025-05-05,,,,,,,,,,,
GJ1950,,,,,,No,No,No,No,,,
GJ1950,2023-02-21,,,,,,,,,,,
GJ1950,2024-02-21,,,,,,,,,,,
GJ1950,2025-02-21,,,,,,,,,,,
GJ1950,2026-02-21,,,,,,,,,,,
GJ2074,,,,,,No,No,No,No,,,
GJ2074,2023-07-05,,,,,,,,,,,
GJ2074,2024-07-05,,,,,,,,,,,
GJ2074,2025-07-05,,,,,,,,,,,
GJ2404,2024-07-07,Won,No,No,No,No,No,No,No,,,
GJ2552,2023-07-23,,,,,,,,,,,
GJ2552,2024-07-23,,,,,,,,,,,
GJ2608,,,,,,No,No,No,No,,,
GJ2608,2025-01-10,,,,,,,,,,,
GJ2814,2023-09-06,,,,,,,,,,,
GJ2814,2024-09-06,,,,,,,,,,,
GJ2814,2025-09-06,,,,,,,,,,,
GJ2896,2023-03-31,,,,,,,,,,,
GJ2896,2024-03-31,,,,,,,,,,,
GJ2896,2025-03-31,Won,No,unknown,No,No,No,No,No,,,
GJ3252,,,,,,No,No,No,No,,,
GJ3252,2023-04-13,,,,,,,,,,,
GJ3252,2024-04-13,,,,,,,,,,,
GJ3252,2025-04-13,,,,,,,,,,,
GJ3540,2023-09-20,,,,,,,,,,,
GJ3572,2023-02-08,,,,,,,,,,,
GJ3932,2025-06-11,,,,,,,,,,,
GJ3932,2025-11-06,Won,No,No,No,No,No,No,No,,,
GJ4005,2023-01-05,,,,,,,,,,,
GJ4005,2024-01-05,,,,,,,,,,,
GJ4005,2025-01-05,,,,,,,,,,,
GJ4225,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GJ4225,,,,,,No,Yes,No,No,,,
GJ4579,,,,,,No,No,No,No,,,
GJ4748,2026-01-30,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GJ4748,2026-01-30,Won,No,No,No,No,No,No,No,,,
GJ5057,2023-02-28,,,,,,,,,,,
GJ5057,2024-02-28,,,,,,,,,,,
GJ5057,2025-02-28,Won,No,No,No,No,No,No,No,,,
GJ5057,2026-02-28,,,,,,,,,,,
GJ5120,2023-05-14,,,,,,,,,,,
GJ5120,2024-05-14,Won,No,No,No,No,No,No,No,,,
GJ5120,2025-05-14,,,,,,,,,,,
GJ5221,2024-11-13,Won,No,No,No,Yes,Yes,No,No,,,
GJ5221,2025-11-13,Won,No,Yes,Yes,Yes,Yes,No,No,,,
GJ5296,,,,,,No,No,No,No,,,
GJ5296,2023-03-23,,,,,,,,,,,
GJ5296,2024-03-23,,,,,,,,,,,
GJ5296,2025-03-23,,,,,,,,,,,
GJ5666,,,,,,No,No,No,No,,,
GJ5666,2025-05-15,,,,,,,,,,,
GJ5774,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GJ5774,,,,,,No,No,No,No,,,
GJ5774,2023-07-03,,,,,,,,,,,
GJ5774,2024-07-03,,,,,,,,,,,
GJ5774,2025-07-03,,,,,,,,,,,
GJ5774,2026-07-03,,,,,,,,,,,
GJ5850,2024-04-10,,,,,,,,,,,
GJ5850,2025-04-10,,,,,,,,,,,
GJ5866,2023-06-22,,,,,,,,,,,
GJ5866,2024-06-22,,,,,,,,,,,
GJ5866,2025-06-22,,,,,,,,,,,
GJ5934,,,,,,No,No,No,No,,,
GJ5934,2024-06-30,,,,,,,,,,,
GJ5934,2025-06-30,,,,,,,,,,,
GJ6045,,,,,,No,No,No,No,,,
GJ6045,2023-07-18,,,,,,,,,,,
GJ6045,2024-07-18,,,,,,,,,,,
GJ6045,2025-07-18,,,,,,,,,,,
GJ6223,2023-05-27,,,,,,,,,,,
GJ6223,2024-05-27,,,,,,,,,,,
GJ6223,2025-05-27,Won,No,No,No,No,No,No,No,,,
GJ6284,2023-06-02,,,,,,,,,,,
GJ6284,2024-06-02,,,,,,,,,,,
GJ6359,2025-06-26,Churned,Yes,Yes,No,Yes,Yes,Yes,No,,,
GJ6376,2025-08-26,Won,No,No,No,No,No,No,No,,,
GJ6730,2023-12-03,,,,,,,,,,,
GJ6730,2024-12-03,,,,,,,,,,,
GJ6730,2025-12-03,,,,,,,,,,,
GJ6730,2026-12-03,,,,,,,,,,,
GJ6937,2024-12-12,Won,No,No,No,,,,,,,
GJ6950,2025-01-09,Won,No,No,No,No,No,No,No,,,
GJ7093,2023-09-25,,,,,,,,,,,
GJ7093,2024-09-25,,,,,,,,,,,
GJ7093,2025-09-25,,,,,,,,,,,
GJ7208,2025-07-14,Won,No,No,No,No,No,No,No,No,Satisfied,80
GJ7340,2023-01-18,,,,,,,,,,,
GJ7340,2024-01-18,,,,,,,,,,,
GJ7340,2025-01-18,,,,,,,,,,,
GJ7340,2026-01-18,,,,,,,,,,,
GJ7447,,,,,,No,No,No,No,,,
GJ7447,2023-11-19,,,,,,,,,,,
GJ7447,2024-11-19,,,,,,,,,,,
GJ7447,2025-11-19,,,,,,,,,,,
GJ7506,2024-01-02,,,,,,,,,,,
GJ7693,,,,,,No,No,No,No,,,
GJ7693,2025-01-16,,,,,,,,,,,
GJ7693,2026-01-16,,,,,,,,,,,
GJ7732,2023-06-23,,,,,,,,,,,
GJ7962,2026-01-31,Won,No,No,No,No,No,No,No,,,
GJ8031,2024-04-26,Won,No,No,No,No,No,No,No,,,
GJ8094,2024-03-24,,,,,,,,,,,
GJ8291,,,,,,No,No,No,No,,,
GJ8291,2023-08-02,,,,,,,,,,,
GJ8291,2024-08-02,,,,,,,,,,,
GJ8291,2025-08-02,,,,,,,,,,,
GJ8539,2023-12-04,,,,,,,,,,,
GJ8539,2024-12-04,,,,,,,,,,,
GJ8539,2025-04-12,Won,No,unknown,No,No,No,No,No,,,
GJ8539,2025-12-04,,,,,,,,,,,
GJ8642,,,,,,No,No,No,No,,,
GJ8812,2023-07-10,,,,,,,,,,,
GJ8855,2023-07-23,,,,,,,,,,,
GJ8994,2026-02-07,Won,No,No,No,No,No,No,No,,,
GJ8994,2026-07-02,,,,,,,,,,,
GJ9049,2023-09-05,,,,,,,,,,,
GJ9049,2024-05-09,Won,No,No,No,,,,,,,
GJ9049,2024-09-05,,,,,,,,,,,
GJ9049,2025-09-05,,,,,,,,,,,
GJ9192,2024-06-06,Won,No,Yes,Yes,,,,,,,
GJ9213,,,,,,No,No,No,No,,,
GJ9351,2023-05-21,,,,,,,,,,,
GJ9351,2024-05-21,Won,No,No,No,,,,,,,
GJ9351,2025-05-21,,,,,,,,,,,
GJ9360,2023-07-25,,,,,,,,,,,
GJ9483,,,,,,No,No,No,No,,,
GJ9483,2023-01-24,,,,,,,,,,,
GJ9483,2024-01-24,,,,,,,,,,,
GJ9483,2025-01-24,,,,,,,,,,,
GJ9483,2026-01-24,,,,,,,,,,,
GJ9537,2025-07-22,Churned,No,No,No,Yes,Yes,Yes,No,,,
GJ9572,,,,,,No,No,No,No,,,
GJ9572,2024-06-02,,,,,,,,,,,
GJ9572,2025-06-02,,,,,,,,,,,
GJ9750,,,,,,No,No,No,No,,,
GJ9750,2023-05-05,,,,,,,,,,,
GJ9750,2024-05-05,,,,,,,,,,,
GJ9750,2025-05-05,,,,,,,,,,,
GJ9815,2025-06-28,,,,,,,,,,,
GJ9961,2024-06-22,Won,No,No,No,Yes,Yes,Yes,No,,,
GJ9961,2025-06-22,Won,No,No,No,Yes,Yes,Yes,No,,,
GK0206,,,,,,No,Yes,No,No,,,
GK0206,2025-06-06,,,,,,,,,,,
GK0285,,,,,,No,No,No,No,,,
GK0285,2023-01-06,,,,,,,,,,,
GK0285,2024-01-06,,,,,,,,,,,
GK0285,2025-01-06,,,,,,,,,,,
GK0364,2023-06-01,,,,,,,,,,,
GK0364,2024-06-01,,,,,,,,,,,
GK0364,2025-06-01,,,,,,,,,,,
GK0364,2026-01-06,Won,No,No,No,No,Yes,No,No,,,
GK0364,2026-06-01,,,,,,,,,,,
GK0474,2023-11-16,,,,,,,,,,,
GK1002,,,,,,No,No,No,No,,,
GK1149,2023-11-21,,,,,,,,,,,
GK1149,2024-11-21,,,,,,,,,,,
GK1149,2025-11-21,,,,,,,,,,,
GK1913,,,,,,No,No,No,No,,,
GK1913,2023-05-03,,,,,,,,,,,
GK1913,2024-05-03,,,,,,,,,,,
GK1913,2025-05-03,,,,,,,,,,,
GK1913,2026-05-03,,,,,,,,,,,
GK1988,2023-02-20,,,,,,,,,,,
GK2035,2026-01-21,Won,No,Yes,No,No,Yes,Yes,No,,,
GK2666,,,,,,No,No,No,No,,,
GK3087,2023-04-04,,,,,,,,,,,
GK3202,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GK3202,,,,,,No,No,No,No,,,
GK3202,2026-01-17,,,,,,,,,No,Neutral,Not Discussed
GK3569,,,,,,No,No,No,No,,,
GK3569,2023-11-27,,,,,,,,,,,
GK3569,2024-11-27,,,,,,,,,,,
GK3569,2025-11-27,,,,,,,,,,,
GK3652,2023-06-16,,,,,,,,,,,
GK3652,2024-06-16,Won,No,No,No,No,No,No,No,,,
GK3652,2025-06-16,,,,,,,,,,,
GK3661,2023-02-21,,,,,,,,,,,
GK3661,2024-02-21,,,,,,,,,,,
GK3661,2025-02-21,,,,,,,,,,,
GK3661,2026-02-21,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GK3661,2026-02-21,Won,No,No,No,No,No,No,No,,,
GK3743,,,,,,No,No,No,No,,,
GK3745,2023-12-14,,,,,,,,,,,
GK3785,2023-09-24,,,,,,,,,,,
GK3787,2025-06-19,Won,No,No,No,No,No,No,Yes,,,
GK3815,2023-05-04,,,,,,,,,,,
GK3815,2024-05-04,,,,,,,,,,,
GK3815,2025-05-04,,,,,,,,,,,
GK3956,2024-05-15,,,,,,,,,,,
GK4087,2023-04-18,,,,,,,,,,,
GK4094,,,,,,No,No,No,No,,,
GK4094,2025-11-22,,,,,,,,,,,
GK4150,,,,,,No,No,No,No,,,
GK4595,2025-09-14,Won,No,No,No,No,No,No,No,,,
GK4864,2023-01-16,,,,,,,,,,,
GK4864,2024-01-16,,,,,,,,,,,
GK4864,2025-01-16,Churned,No,Yes,Yes,No,No,No,No,,,
GK4939,,,,,,Yes,Yes,Yes,No,,,
GK4939,2025-06-29,,,,,,,,,No,Dissatisfied,60
GK5113,2023-06-22,,,,,,,,,,,
GK5113,2024-06-22,Won,No,Yes,Yes,,,,,,,
GK5113,2025-06-22,,,,,,,,,,,
GK5228,2024-11-01,Won,No,No,No,,,,,,,
GK5228,2025-11-01,Won,No,No,No,,,,,,,
GK5352,2023-10-12,,,,,,,,,,,
GK5387,,,,,,No,No,No,No,,,
GK5387,2023-03-23,,,,,,,,,,,
GK5387,2024-03-23,,,,,,,,,,,
GK5387,2025-03-23,,,,,,,,,,,
GK5387,2026-03-23,,,,,,,,,,,
GK5812,2023-02-21,,,,,,,,,,,
GK5812,2024-02-21,,,,,,,,,,,
GK5812,2025-02-21,,,,,,,,,,,
GK5812,2026-02-21,,,,,,,,,,,
GK5816,,,,,,Yes,Yes,Yes,No,,,
GK5988,2023-05-16,,,,,,,,,,,
GK5988,2024-05-16,,,,,,,,,,,
GK6083,2024-06-04,Won,No,No,Yes,No,No,No,No,,,
GK6083,2025-06-04,Won,No,No,No,No,No,No,No,,,
GK6114,,,,,,No,No,No,No,,,
GK6114,2025-05-24,,,,,,,,,,,
GK6172,2023-01-21,,,,,,,,,,,
GK6175,2025-12-03,Won,No,No,No,No,No,No,No,,,
GK6273,2023-06-28,,,,,,,,,,,
GK6273,2024-06-28,,,,,,,,,,,
GK6273,2025-06-28,,,,,,,,,,,
GK6414,2025-01-28,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GK6414,2025-01-28,Won,No,No,No,No,No,No,No,,,
GK6414,2026-01-28,,,,,,,,,No,Neutral,Not Discussed
GK6635,,,,,,No,No,No,No,,,
GK6635,2023-02-07,,,,,,,,,,,
GK6635,2024-02-07,,,,,,,,,,,
GK6635,2025-02-07,,,,,,,,,,,
GK6663,2025-11-26,Won,No,No,No,No,No,No,No,No,Satisfied,Not Discussed
GK6768,2023-02-22,,,,,,,,,,,
GK6768,2024-02-22,,,,,,,,,,,
GK6768,2025-02-22,Won,No,No,No,No,No,No,No,,,
GK6768,2026-02-22,,,,,,,,,,,
GK7007,,,,,,No,No,No,No,,,
GK7007,2023-02-22,,,,,,,,,,,
GK7007,2024-02-22,,,,,,,,,,,
GK7007,2025-02-22,,,,,,,,,,,
GK7007,2026-02-22,,,,,,,,,,,
GK7371,2023-11-21,,,,,,,,,,,
GK7371,2024-11-21,,,,,,,,,,,
GK7371,2025-11-21,Won,No,No,No,,,,,,,
GK7725,2024-05-19,Won,No,No,No,,,,,,,
GK7725,2025-05-19,,,,,,,,,,,
GK7848,2023-06-05,,,,,,,,,,,
GK7848,2024-06-05,,,,,,,,,,,
GK7848,2025-06-05,,,,,,,,,,,
GK7963,2023-02-22,,,,,,,,,,,
GK7963,2024-02-22,,,,,,,,,,,
GK8087,,,,,,No,No,No,No,,,
GK8222,2024-07-09,,,,,,,,,,,
GK8222,2024-09-07,Churned,No,No,No,,,,,,,
GK8326,,,,,,No,No,No,No,,,
GK8436,2023-09-02,,,,,,,,,,,
GK8436,2024-09-02,,,,,,,,,,,
GK8436,2025-02-09,Won,No,Yes,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GK8436,2025-02-09,Won,No,Yes,No,No,No,No,No,,,
GK8436,2025-09-02,,,,,,,,,,,
GK8436,2026-09-02,,,,,,,,,,,
GK8451,2023-04-03,,,,,,,,,,,
GK8451,2024-04-03,,,,,,,,,,,
GK8451,2025-03-04,Won,No,Yes,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GK8451,2025-03-04,Won,No,Yes,No,No,No,No,No,,,
GK8451,2025-04-03,,,,,,,,,,,
GK8451,2026-04-03,,,,,,,,,,,
GK8565,2023-06-17,,,,,,,,,,,
GK8565,2024-06-17,,,,,,,,,,,
GK8565,2025-06-17,,,,,,,,,,,
GK8853,,,,,,Yes,Yes,No,No,,,
GK8853,2023-10-12,,,,,,,,,,,
GK8853,2024-10-12,,,,,,,,,,,
GK8853,2025-10-12,,,,,,,,,,,
GK9043,,,,,,No,No,No,No,,,
GK9148,2024-06-03,,,,,,,,,,,
GK9148,2025-06-03,,,,,,,,,,,
GK9158,,,,,,No,No,No,No,,,
GK9363,2023-09-13,,,,,,,,,,,
GK9538,2023-07-14,,,,,,,,,,,
GK9665,2023-10-29,,,,,,,,,,,
GK9760,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GK9760,,,,,,No,Yes,No,No,,,
GK9760,2023-02-19,,,,,,,,,,,
GK9760,2024-02-19,,,,,,,,,,,
GK9760,2025-02-19,,,,,,,,,,,
GK9760,2026-02-19,,,,,,,,,,,
GK9780,2025-09-25,Won,No,No,No,No,No,No,No,,,
GK9940,2023-09-20,,,,,,,,,,,
GK9940,2024-09-20,Won,No,No,No,No,No,No,No,,,
GK9940,2025-09-20,,,,,,,,,,,
GL0003,2023-01-04,,,,,,,,,,,
GL0114,,,,,,No,No,No,No,,,
GL0114,2023-03-21,,,,,,,,,,,
GL0114,2024-03-21,,,,,,,,,,,
GL0114,2025-03-21,,,,,,,,,,,
GL0179,,,,,,Yes,Yes,Yes,No,,,
GL0179,2025-01-29,,,,,,,,,,,
GL0193,,,,,,No,No,No,Yes,,,
GL0284,,,,,,No,No,No,No,,,
GL0284,2026-02-19,,,,,,,,,,,
GL0356,2026-03-01,,,,,,,,,No,Neutral,70
GL0413,,,,,,No,No,No,No,,,
GL0413,2023-03-03,,,,,,,,,,,
GL0413,2024-03-03,,,,,,,,,,,
GL0413,2025-03-03,,,,,,,,,,,
GL0413,2026-03-03,,,,,,,,,,,
GL0419,,,,,,No,No,No,No,,,
GL0926,2023-03-02,,,,,,,,,,,
GL0955,,,,,,No,No,No,No,,,
GL1021,2024-03-02,,,,,,,,,,,
GL1021,2025-02-03,Churned,No,No,No,No,No,No,No,,,
GL1021,2025-03-02,,,,,,,,,,,
GL1142,,,,,,No,No,No,No,,,
GL1383,2025-05-21,,,,,,,,,,,
GL1672,2023-12-02,,,,,,,,,,,
GL1672,2024-12-02,,,,,,,,,,,
GL1672,2025-02-12,Won,No,Yes,No,,,,,,,
GL1672,2025-12-02,,,,,,,,,,,
GL1672,2026-12-02,,,,,,,,,,,
GL1895,2024-11-27,Won,No,No,No,No,No,No,No,,,
GL1895,2025-11-27,,,,,,,,,,,
GL2064,,,,,,No,No,No,No,,,
GL2064,2023-02-21,,,,,,,,,,,
GL2064,2024-02-21,,,,,,,,,,,
GL2064,2025-02-21,,,,,,,,,,,
GL2181,2023-07-24,,,,,,,,,,,
GL2181,2024-07-24,,,,,,,,,,,
GL2181,2025-07-24,,,,,,,,,,,
GL2330,2023-06-10,,,,,,,,,,,
GL2330,2024-06-10,,,,,,,,,,,
GL2330,2024-10-06,Won,No,No,No,No,No,No,No,,,
GL2330,2025-06-10,,,,,,,,,,,
GL2330,2025-10-06,Won,No,No,No,No,No,No,No,,,
GL2368,2023-06-01,,,,,,,,,,,
GL2368,2024-06-01,,,,,,,,,,,
GL2368,2025-01-06,Won,No,No,No,No,No,No,No,,,
GL2368,2025-06-01,,,,,,,,,,,
GL2368,2026-06-01,,,,,,,,,,,
GL2553,2024-10-31,Won,No,No,No,No,No,No,No,,,
GL2793,,,,,,No,No,No,No,,,
GL2793,2025-08-30,,,,,,,,,,,
GL2992,2023-01-11,,,,,,,,,,,
GL3033,2024-09-21,,,,,,,,,,,
GL3044,2023-08-02,,,,,,,,,,,
GL3044,2024-08-02,,,,,,,,,,,
GL3044,2025-08-02,,,,,,,,,,,
GL3044,2026-02-08,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GL3044,2026-02-08,Won,No,No,No,No,No,No,No,,,
GL3044,2026-08-02,,,,,,,,,,,
GL3106,2023-08-17,,,,,,,,,,,
GL3203,2024-09-26,Won,No,No,Yes,No,No,No,No,,,
GL3203,2025-09-26,Won,No,No,No,No,No,No,No,,,
GL3440,2023-10-03,,,,,,,,,,,
GL3714,2023-07-10,,,,,,,,,,,
GL3714,2024-07-10,,,,,,,,,,,
GL3928,,,,,,No,No,No,No,,,
GL3928,2023-05-23,,,,,,,,,,,
GL3928,2024-05-23,,,,,,,,,,,
GL3928,2025-05-23,,,,,,,,,,,
GL4022,,,,,,No,No,No,No,,,
GL4022,2023-08-24,,,,,,,,,,,
GL4022,2024-08-24,,,,,,,,,,,
GL4022,2025-08-24,,,,,,,,,,,
GL4142,,,,,,No,No,No,No,,,
GL4142,2023-05-04,,,,,,,,,,,
GL4142,2024-05-04,,,,,,,,,,,
GL4142,2025-05-04,,,,,,,,,,,
GL4145,2025-06-18,,,,,,,,,,,
GL4301,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GL4301,,,,,,No,No,No,No,,,
GL4301,2026-12-02,,,,,,,,,No,Satisfied,Not Discussed
GL4508,,,,,,No,No,No,No,,,
GL4508,2023-05-29,,,,,,,,,,,
GL4508,2024-05-29,,,,,,,,,,,
GL4508,2025-05-29,,,,,,,,,,,
GL4779,,,,,,No,No,No,No,,,
GL4848,2025-05-11,Won,No,No,No,No,No,No,No,,,
GL4894,2023-02-23,,,,,,,,,,,
GL4894,2024-02-23,,,,,,,,,,,
GL4894,2025-02-23,Churned,No,No,No,,,,,,,
GL4916,,,,,,No,No,No,No,,,
GL4916,2025-06-19,,,,,,,,,,,
GL4951,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GL4951,,,,,,Yes,Yes,No,No,,,
GL4951,2023-03-03,,,,,,,,,,,
GL4951,2024-03-03,,,,,,,,,,,
GL4951,2025-03-03,,,,,,,,,,,
GL4951,2026-03-03,,,,,,,,,,,
GL5150,2023-01-06,,,,,,,,,,,
GL5150,2024-01-06,,,,,,,,,,,
GL5326,2023-03-09,,,,,,,,,,,
GL5326,2024-03-09,,,,,,,,,,,
GL5595,2023-12-05,,,,,,,,,,,
GL5595,2024-12-05,,,,,,,,,,,
GL5595,2025-12-05,,,,,,,,,,,
GL5629,,,,,,No,No,No,No,,,
GL5629,2023-09-16,,,,,,,,,,,
GL5629,2024-09-16,,,,,,,,,,,
GL5629,2025-09-16,,,,,,,,,,,
GL5749,2023-06-18,,,,,,,,,,,
GL5749,2024-06-18,Won,No,No,No,,,,,,,
GL5749,2025-06-18,,,,,,,,,,,
GL5917,,,,,,No,No,No,No,,,
GL5917,2025-07-31,,,,,,,,,,,
GL6055,2024-11-21,,,,,,,,,,,
GL6055,2025-11-21,Won,No,No,No,No,No,No,No,,,
GL6213,,,,,,No,No,No,No,,,
GL6226,2023-01-07,,,,,,,,,,,
GL6457,2025-08-12,Won,No,No,No,No,No,No,No,,,
GL6457,2025-12-08,,,,,,,,,,,
GL6488,2025-09-28,Churned,No,No,No,No,No,No,No,No,Neutral,Not Discussed
GL6600,2023-09-14,,,,,,,,,,,
GL6600,2024-09-14,Won,No,No,No,No,No,No,No,,,
GL6600,2025-09-14,,,,,,,,,,,
GL6806,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GL6806,,,,,,No,No,No,No,,,
GL6806,2025-02-23,,,,,,,,,No,Satisfied,80
GL6862,2024-06-18,Won,No,No,No,No,No,No,No,,,
GL7057,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GL7057,,,,,,No,Yes,Yes,No,,,
GL7057,2023-08-02,,,,,,,,,,,
GL7057,2024-08-02,,,,,,,,,,,
GL7057,2025-08-02,,,,,,,,,,,
GL7057,2026-08-02,,,,,,,,,,,
GL7222,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GL7222,,,,,,No,No,No,No,,,
GL7222,2023-09-02,,,,,,,,,,,
GL7222,2024-09-02,,,,,,,,,,,
GL7222,2025-09-02,,,,,,,,,,,
GL7222,2026-09-02,,,,,,,,,,,
GL7647,2023-04-12,,,,,,,,,,,
GL7647,2024-04-12,,,,,,,,,,,
GL7988,2023-12-08,,,,,,,,,,,
GL7988,2024-08-12,Won,No,No,Yes,No,No,No,No,,,
GL7988,2024-12-08,,,,,,,,,,,
GL7988,2025-08-12,Won,No,No,No,No,No,No,No,,,
GL7988,2025-12-08,,,,,,,,,,,
GL8002,2024-08-02,,,,,,,,,,,
GL8240,2023-02-24,,,,,,,,,,,
GL8240,2024-02-24,,,,,,,,,,,
GL8240,2025-02-24,,,,,,,,,,,
GL8240,2026-02-24,Won,No,Yes,No,No,Yes,Yes,No,,,
GL8396,,,,,,No,No,No,No,,,
GL8603,2024-09-26,Won,No,unknown,No,No,No,No,No,,,
GL8603,2025-09-26,Won,No,Yes,Yes,No,No,No,No,,,
GL8721,2024-03-07,,,,,,,,,,,
GL8721,2025-03-07,,,,,,,,,,,
GL8721,2025-07-03,Churned,No,No,No,No,Yes,No,Yes,,,
GL8742,2024-07-25,,,,,,,,,,,
GL8957,2023-02-24,,,,,,,,,,,
GL8957,2024-02-24,,,,,,,,,,,
GL9028,2023-04-16,,,,,,,,,,,
GL9028,2024-04-16,,,,,,,,,,,
GL9028,2025-04-16,,,,,,,,,,,
GL9081,2025-01-25,Won,No,Yes,No,No,No,No,No,,,
GL9152,2025-01-17,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GL9152,2025-01-17,Won,No,No,No,Yes,No,No,Yes,,,
GL9152,2026-01-17,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GL9152,2026-01-17,Won,No,No,No,Yes,No,No,Yes,,,
GL9320,,,,,,No,No,No,No,,,
GL9320,2023-02-11,,,,,,,,,,,
GL9320,2024-02-11,,,,,,,,,,,
GL9320,2025-02-11,,,,,,,,,,,
GL9613,2025-11-28,Won,No,Yes,No,,,,,,,
GL9674,2023-03-28,,,,,,,,,,,
GL9898,2023-06-30,,,,,,,,,,,
GL9898,2024-06-30,Churned,No,Yes,No,,,,,,,
GL9901,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GL9901,,,,,,No,No,No,No,,,
GL9901,2023-09-03,,,,,,,,,,,
GL9901,2024-09-03,,,,,,,,,,,
GL9901,2025-09-03,,,,,,,,,,,
GL9901,2026-09-03,,,,,,,,,,,
GM0119,2023-06-14,,,,,,,,,,,
GM0119,2024-06-14,,,,,,,,,,,
GM0119,2025-06-14,,,,,,,,,,,
GM0733,2024-09-20,,,,,,,,,,,
GM0733,2025-09-20,,,,,,,,,,,
GM0759,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GM0759,,,,,,No,No,No,No,,,
GM0759,2025-06-03,,,,,,,,,,,
GM0918,,,,,,No,No,No,No,,,
GM0918,2026-05-02,,,,,,,,,No,Neutral,Not Discussed
GM1056,,,,,,No,No,No,No,,,
GM1195,2023-09-27,,,,,,,,,,,
GM1195,2024-09-27,Won,No,No,Yes,,,,,,,
GM1195,2025-09-27,,,,,,,,,,,
GM1210,2023-03-27,,,,,,,,,,,
GM1241,,,,,,No,No,No,No,,,
GM1241,2023-06-26,,,,,,,,,,,
GM1241,2024-06-26,,,,,,,,,,,
GM1241,2025-06-26,,,,,,,,,,,
GM1732,,,,,,No,No,No,No,,,
GM1825,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
GM1825,,,,,,No,Yes,No,No,,,
GM1825,2023-02-28,,,,,,,,,,,
GM1825,2024-02-28,,,,,,,,,,,
GM1825,2025-02-28,,,,,,,,,,,
GM1825,2026-02-28,,,,,,,,,,,
GM2012,2023-04-25,,,,,,,,,,,
GM2012,2024-04-25,,,,,,,,,,,
GM2012,2025-04-25,Won,No,No,No,No,No,No,No,,,
GM2318,2023-09-27,,,,,,,,,,,
GM2318,2024-09-27,Won,No,No,No,,,,,,,
GM2318,2025-09-27,,,,,,,,,,,
GM2459,2023-03-08,,,,,,,,,,,
GM2459,2024-03-08,,,,,,,,,,,
GM3020,,,,,,No,No,No,No,,,
GM3412,2024-03-29,,,,,,,,,,,
GM3412,2025-03-29,Won,No,unknown,No,No,No,No,No,,,
GM3636,2024-06-21,Won,No,No,Yes,,,,,,,
GM3741,2026-03-02,,,,,,,,,,,
GM3861,2024-07-01,Won,No,No,No,No,No,No,No,,,
