Co_Ref,Prospect_Renewal_Date,cc_business_struggles_financial_hardship,cc_contractor_sentiment,cc_contractor_sentiment_issues_score
PI0173,19-05-2025,No,Satisfied,Not Discussed
ME9794,09-05-2025,No,Satisfied,Not Discussed
BS2874,08-05-2025,No,Satisfied,90
ZI4603,08-05-2025,No,Neutral,Not Discussed
ST3735,29-04-2025,No,Neutral,80
XY2843,10-05-2025,No,Satisfied,Not Discussed
NJ6395,06-05-2025,No,Satisfied,90
RJ4922,11-05-2025,No,Satisfied,Not Discussed
XU2979,07-05-2025,No,Satisfied,Not Discussed
CP4146,01-05-2025,No,Satisfied,Not Discussed
EK5040,30-04-2025,No,Satisfied,Not Discussed
ST8211,18-04-2025,No,Neutral,Not Discussed
NH1297,29-04-2025,No,Dissatisfied,40
FY5607,10-05-2025,No,Satisfied,90
CY0623,23-04-2025,Yes,Dissatisfied,40
ZT6191,30-04-2025,No,Satisfied,90
QR1056,19-04-2025,No,Satisfied,Not Discussed
IL2931,04-05-2025,No,Neutral,Not Discussed
FP2376,17-04-2025,No,Satisfied,Not Discussed
TW6569,13-05-2025,No,Neutral,Not Discussed
KL5863,06-05-2025,No,Satisfied,80
QP3266,10-05-2025,No,Satisfied,90
FW4076,29-04-2025,No,Satisfied,Not Discussed
BM6683,16-05-2025,No,Neutral,80
DG9875,23-04-2025,No,Neutral,Not Discussed
ZN4967,24-04-2025,No,Satisfied,90
CH2003,14-05-2025,No,Satisfied,90
OU9588,01-05-2025,No,Satisfied,Not Discussed
PF5350,19-04-2025,No,Satisfied,90
SW4273,19-04-2025,No,Satisfied,Not Discussed
RO2444,29-04-2025,No,Satisfied,90
IJ7007,17-05-2025,No,Satisfied,Not Discussed
MS6547,02-05-2025,No,Not Discussed,Not Discussed
SQ7026,12-05-2025,No,Neutral,Not Discussed
SV2257,30-04-2025,No,Not Discussed,Not Discussed
NH4327,24-04-2025,No,Satisfied,Not Discussed
LC2567,03-05-2025,No,Satisfied,Not Discussed
CL8103,21-04-2025,No,Satisfied,80
HR9711,05-05-2025,No,Satisfied,90
WB7416,17-04-2025,No,Neutral,Not Discussed
LF5667,12-05-2025,No,Satisfied,Not Discussed
MM8948,15-05-2025,No,Neutral,Not Discussed
DT9152,25-04-2025,No,Neutral,85
FZ9209,06-05-2025,No,Neutral,Not Discussed
ZN5164,28-04-2025,No,Neutral,80
TI6409,18-04-2025,No,Neutral,Not Discussed
CZ6378,15-04-2025,No,Satisfied,90
LI9089,15-04-2025,No,Neutral,50
IY5815,16-04-2025,No,Satisfied,90
KY4604,24-04-2025,No,Neutral,Not Discussed
FZ2863,18-04-2025,No,Neutral,Not Discussed
SD5134,25-04-2025,No,Satisfied,90
UY3929,03-05-2025,No,Neutral,Not Discussed
MT4912,08-05-2025,No,Neutral,80
LJ1278,26-04-2025,No,Satisfied,90
LK5618,02-05-2025,No,Satisfied,90
ZF6333,10-04-2025,No,Satisfied,Not Discussed
TF2036,12-04-2025,No,Not Discussed,Not Discussed
LU0069,03-05-2025,No,Neutral,Not Discussed
OJ7473,12-04-2025,No,Not Discussed,Not Discussed
GA9195,12-04-2025,Yes,Neutral,70
KU1325,12-04-2025,No,Satisfied,Not Discussed
NP3240,07-04-2025,No,Not Discussed,Not Discussed
BL2446,07-04-2025,No,Satisfied,Not Discussed
OP6143,24-04-2025,No,Satisfied,Not Discussed
PF0206,30-04-2025,No,Neutral,Not Discussed
CZ5796,14-04-2025,No,Satisfied,90
QZ9187,12-04-2025,No,Satisfied,80
EJ2631,20-04-2025,No,Satisfied,90
AE5370,11-04-2025,No,Neutral,Not Discussed
SL3740,06-05-2025,No,Satisfied,Not Discussed
GV6601,22-04-2025,No,Not Discussed,Not Discussed
OS2873,03-05-2025,No,Satisfied,90
VQ8979,09-04-2025,No,Neutral,Not Discussed
QS7005,29-04-2025,No,Neutral,Not Discussed
DJ3756,13-04-2025,No,Satisfied,Not Discussed
GJ0993,10-04-2025,No,Satisfied,Not Discussed
WP9621,22-04-2025,No,Satisfied,Not Discussed
AM2377,24-04-2025,No,Satisfied,80
MK3688,17-04-2025,No,Neutral,Not Discussed
KF8503,05-04-2025,No,Not Discussed,Not Discussed
JV4685,13-04-2025,No,Satisfied,Not Discussed
IK5761,07-04-2025,No,Neutral,80
MG2021,10-04-2025,No,Satisfied,90
JH7467,05-04-2025,No,Neutral,Not Discussed
KH8848,14-04-2025,No,Dissatisfied,70
VV5993,01-05-2025,No,Satisfied,90
SM0157,10-04-2025,No,Neutral,Not Discussed
BJ2002,12-04-2025,No,Satisfied,90
AQ7157,28-04-2025,No,Neutral,Not Discussed
ED6707,28-04-2025,No,Neutral,80
MD3233,30-04-2025,No,Satisfied,Not Discussed
JH4360,03-04-2025,No,Neutral,80
AU4542,23-04-2025,No,Neutral,Not Discussed
NV8573,10-04-2025,No,Not Discussed,Not Discussed
YV0551,24-04-2025,No,Neutral,Not Discussed
CC9973,03-05-2025,No,Satisfied,Not Discussed
LK6096,03-04-2025,No,Neutral,Not Discussed
TB7205,20-04-2025,No,Not Discussed,Not Discussed
VU0697,17-04-2025,No,Neutral,Not Discussed
TH9326,22-04-2025,No,Satisfied,90
VT8068,16-04-2025,No,Satisfied,Not Discussed
FN9709,24-04-2025,No,Satisfied,90
GP7914,18-04-2025,No,Neutral,Not Discussed
OO2994,06-04-2025,No,Neutral,80
MH9411,16-04-2025,No,Neutral,Not Discussed
AX9460,16-04-2025,No,Not Discussed,Not Discussed
VS5747,11-04-2025,No,Satisfied,Not Discussed
GQ5212,14-04-2025,No,Satisfied,80
YW6853,30-04-2025,No,Not Discussed,Not Discussed
GD1273,17-04-2025,No,Satisfied,90
DM8651,01-04-2025,No,Satisfied,90
CW3422,28-04-2025,No,Satisfied,90
HP6512,05-04-2025,No,Satisfied,Not Discussed
HP9197,20-04-2025,No,Neutral,80
IB0400,02-04-2025,No,Not Discussed,Not Discussed
VQ0813,18-04-2025,No,Satisfied,Not Discussed
QY9710,05-04-2025,No,Satisfied,90
OX4034,18-04-2025,No,Satisfied,Not Discussed
BH8623,09-04-2025,Yes,Satisfied,85
WP9143,22-04-2025,No,Satisfied,80
VG8059,31-03-2025,No,Dissatisfied,20
IG2024,31-03-2025,No,Neutral,Not Discussed
ZY1661,06-04-2025,No,Dissatisfied,Not Discussed
MH2320,02-04-2025,No,Neutral,Not Discussed
PR3268,01-04-2025,No,Satisfied,Not Discussed
MW5838,11-04-2025,Yes,Satisfied,80
OU1075,20-04-2025,No,Neutral,Not Discussed
JK6439,11-04-2025,No,Satisfied,90
DL0117,02-04-2025,No,Neutral,70
FI0480,12-04-2025,Yes,Dissatisfied,20
VY5045,26-04-2025,No,Neutral,Not Discussed
OY6609,07-04-2025,No,Satisfied,90
WB1293,24-04-2025,No,Neutral,Not Discussed
DE5024,28-03-2025,No,Satisfied,Not Discussed
LQ5039,03-04-2025,No,Satisfied,Not Discussed
TD9140,23-04-2025,No,Satisfied,Not Discussed
SA4553,29-03-2025,No,Not Discussed,Not Discussed
JG9340,04-04-2025,No,Satisfied,90
NQ5373,31-03-2025,No,Satisfied,90
FO4144,29-03-2025,No,Satisfied,Not Discussed
UJ4558,26-04-2025,No,Satisfied,Not Discussed
AD1343,28-03-2025,No,Satisfied,Not Discussed
CX8277,14-04-2025,No,Satisfied,Not Discussed
BU2402,01-04-2025,No,Satisfied,Not Discussed
JY7281,12-04-2025,No,Satisfied,Not Discussed
NJ0013,28-03-2025,No,Neutral,Not Discussed
FC5839,25-03-2025,No,Neutral,Not Discussed
GT3417,27-03-2025,No,Neutral,Not Discussed
ZA6284,29-03-2025,No,Neutral,80
EC2089,28-03-2025,No,Not Discussed,Not Discussed
LV1495,27-03-2025,No,Satisfied,90
PN1006,08-04-2025,No,Satisfied,Not Discussed
ZD7727,14-04-2025,No,Satisfied,90
QI8809,07-04-2025,No,Satisfied,90
PT0830,22-04-2025,No,Satisfied,Not Discussed
TM8383,02-04-2025,No,Satisfied,Not Discussed
AK8612,23-04-2025,No,Satisfied,80
AN1202,21-04-2025,No,Satisfied,90
QL0886,05-04-2025,No,Satisfied,Not Discussed
WR0854,24-04-2025,No,Neutral,Not Discussed
ZD8916,14-04-2025,No,Neutral,80
LO6266,18-04-2025,No,Dissatisfied,40
DB3207,16-04-2025,No,Satisfied,80
FO6640,16-04-2025,No,Satisfied,Not Discussed
CF5857,31-03-2025,No,Neutral,Not Discussed
TO3046,06-04-2025,No,Satisfied,90
BS9849,22-03-2025,No,Neutral,Not Discussed
ON9413,05-04-2025,No,Neutral,Not Discussed
KO7544,26-03-2025,No,Satisfied,90
DA9045,16-04-2025,No,Neutral,Not Discussed
SQ2068,28-03-2025,No,Neutral,Not Discussed
BA3599,29-03-2025,No,Dissatisfied,20
QK4618,22-03-2025,No,Satisfied,90
DF7697,26-03-2025,No,Satisfied,Not Discussed
MG8242,12-04-2025,No,Satisfied,Not Discussed
ED2977,05-04-2025,No,Satisfied,80
SL0144,22-03-2025,No,Neutral,Not Discussed
OI3244,18-04-2025,No,Neutral,Not Discussed
JH4838,03-04-2025,Yes,Dissatisfied,40
IX9242,19-03-2025,No,Satisfied,Not Discussed
MZ0484,26-03-2025,No,Satisfied,90
NW4086,24-03-2025,No,Neutral,Not Discussed
AO9167,23-03-2025,No,Neutral,Not Discussed
GO7159,30-03-2025,No,Satisfied,90
AX5721,24-03-2025,No,Neutral,Not Discussed
UT0826,27-03-2025,No,Neutral,70
IW4783,11-04-2025,No,Satisfied,Not Discussed
EH8477,29-03-2025,Yes,Neutral,Not Discussed
WM1485,18-03-2025,No,Neutral,Not Discussed
ZK3531,21-03-2025,No,Neutral,75
DL0965,07-04-2025,Yes,Satisfied,Not Discussed
MG2036,13-04-2025,No,Neutral,Not Discussed
HL2292,22-03-2025,No,Neutral,Not Discussed
ZR3358,01-04-2025,No,Dissatisfied,60
ZV0823,31-03-2025,No,Neutral,Not Discussed
AD0114,21-03-2025,No,Satisfied,Not Discussed
MF6292,05-04-2025,No,Neutral,Not Discussed
SR7342,22-03-2025,No,Satisfied,Not Discussed
EA8121,08-04-2025,No,Satisfied,90
QF2710,05-04-2025,Yes,Neutral,80
SK8033,31-03-2025,No,Not Discussed,Not Discussed
WR3444,24-03-2025,No,Satisfied,90
TM9315,17-03-2025,No,Satisfied,Not Discussed
EX4010,01-04-2025,No,Satisfied,Not Discussed
YH8704,23-03-2025,No,Satisfied,Not Discussed
QB8114,23-03-2025,No,Neutral,Not Discussed
SO0497,06-04-2025,No,Satisfied,90
HQ8024,14-03-2025,No,Neutral,Not Discussed
FN4478,04-04-2025,No,Satisfied,85
TE3414,11-04-2025,No,Satisfied,Not Discussed
ZH4751,17-03-2025,No,Satisfied,90
ZA1571,12-04-2025,No,Satisfied,90
UX2303,15-03-2025,No,Satisfied,Not Discussed
HF1884,16-03-2025,No,Not Discussed,Not Discussed
HM2459,18-03-2025,No,Satisfied,90
FR8382,25-03-2025,No,Neutral,60
WE6355,16-03-2025,No,Neutral,Not Discussed
VO3337,26-03-2025,No,Neutral,Not Discussed
FB5502,16-03-2025,No,Satisfied,90
FN4273,04-04-2025,No,Neutral,70
MX2687,19-03-2025,No,Satisfied,Not Discussed
DM4827,14-03-2025,No,Neutral,Not Discussed
KK1762,10-04-2025,No,Satisfied,90
DF4694,19-03-2025,No,Satisfied,Not Discussed
DI1117,31-03-2025,No,Neutral,Not Discussed
YQ7023,19-03-2025,No,Neutral,Not Discussed
TL6920,17-03-2025,No,Neutral,Not Discussed
PD4158,22-03-2025,No,Satisfied,Not Discussed
OJ3764,16-03-2025,No,Satisfied,Not Discussed
GW9906,29-03-2025,No,Satisfied,80
SZ1632,31-03-2025,No,Satisfied,Not Discussed
EO4614,27-03-2025,No,Neutral,Not Discussed
YU8937,27-03-2025,No,Satisfied,Not Discussed
TZ0264,14-03-2025,No,Satisfied,Not Discussed
EH7785,26-03-2025,No,Neutral,80
LE6418,02-04-2025,No,Satisfied,90
EY1414,03-04-2025,No,Neutral,Not Discussed
FD6222,07-04-2025,No,Satisfied,Not Discussed
BA2576,11-04-2025,No,Neutral,Not Discussed
HY5073,22-03-2025,No,Satisfied,Not Discussed
SW9727,15-03-2025,No,Neutral,70
IC3058,26-03-2025,No,Satisfied,Not Discussed
IT4191,17-03-2025,No,Satisfied,Not Discussed
YD6501,22-03-2025,No,Satisfied,Not Discussed
GX1287,13-03-2025,No,Satisfied,Not Discussed
GU8467,17-03-2025,No,Dissatisfied,20
OW0578,29-03-2025,No,Satisfied,80
FO8446,13-03-2025,No,Satisfied,Not Discussed
DS4577,14-03-2025,No,Satisfied,Not Discussed
CO8862,13-03-2025,No,Neutral,Not Discussed
MJ4438,06-04-2025,No,Neutral,Not Discussed
GM4578,11-03-2025,Unknown,Satisfied,Not Discussed
GP0575,18-03-2025,No,Neutral,Not Discussed
GR6721,24-03-2025,No,Satisfied,90
DN4865,07-04-2025,No,Neutral,Not Discussed
VG9964,07-03-2025,No,Satisfied,90
ON3801,07-03-2025,No,Satisfied,90
KQ2946,27-03-2025,No,Neutral,Not Discussed
IV9764,18-03-2025,No,Neutral,80
SD4381,13-03-2025,No,Neutral,Not Discussed
QX2774,31-03-2025,No,Satisfied,90
ON1441,19-03-2025,No,Neutral,Not Discussed
ZX4959,28-03-2025,No,Neutral,80
DU7521,02-04-2025,No,Dissatisfied,20
DM5839,23-03-2025,No,Satisfied,85
GC5162,27-03-2025,No,Satisfied,Not Discussed
MJ0115,05-03-2025,Unknown,Satisfied,Not Discussed
UA6101,30-03-2025,No,Neutral,Not Discussed
SD1274,11-03-2025,No,Satisfied,80
DJ1261,24-03-2025,No,Satisfied,Not Discussed
CX8214,20-03-2025,No,Satisfied,Not Discussed
IE7817,24-03-2025,No,Satisfied,90
QD7185,19-03-2025,No,Neutral,80
CI7425,07-03-2025,No,Not Discussed,Not Discussed
MG1360,17-03-2025,No,Satisfied,Not Discussed
KJ6162,15-03-2025,No,Satisfied,Not Discussed
JZ4667,09-03-2025,No,Satisfied,Not Discussed
YT4136,17-03-2025,No,Satisfied,Not Discussed
CE8589,27-03-2025,No,Satisfied,90
YW6957,21-03-2025,No,Neutral,Not Discussed
VC4554,05-03-2025,No,Neutral,80
BZ0389,15-03-2025,No,Neutral,Not Discussed
QG7653,08-03-2025,No,Satisfied,90
DA9867,24-03-2025,No,Not Discussed,Not Discussed
GI4904,25-03-2025,No,Satisfied,Not Discussed
JG1215,03-04-2025,No,Satisfied,Not Discussed
HO1933,23-03-2025,No,Neutral,Not Discussed
EW3938,03-04-2025,No,Satisfied,90
DA2318,05-03-2025,No,Satisfied,Not Discussed
YA4714,07-03-2025,No,Neutral,Not Discussed
ZT7249,18-03-2025,No,Neutral,80
CD9021,19-03-2025,No,Neutral,Not Discussed
PU9224,30-03-2025,No,Satisfied,90
YW4427,11-03-2025,No,Neutral,Not Discussed
PQ5463,25-03-2025,No,Neutral,Not Discussed
JO9052,17-03-2025,No,Satisfied,90
CO6266,03-04-2025,No,Neutral,Not Discussed
FN4244,10-03-2025,No,Satisfied,Not Discussed
QB7330,13-03-2025,No,Dissatisfied,20
BJ5897,06-03-2025,No,Satisfied,Not Discussed
VT7408,06-03-2025,No,Satisfied,Not Discussed
JQ7457,09-03-2025,No,Satisfied,Not Discussed
RM2730,23-03-2025,No,Satisfied,90
GT9978,02-03-2025,No,Satisfied,Not Discussed
RF5406,28-02-2025,No,Neutral,Not Discussed
ZG8351,20-03-2025,No,Satisfied,90
FW3561,14-03-2025,No,Satisfied,85
JF6736,06-03-2025,No,Satisfied,Not Discussed
OH6317,15-03-2025,No,Satisfied,Not Discussed
DJ7625,28-02-2025,No,Neutral,Not Discussed
OO3317,26-02-2025,No,Not Discussed,Not Discussed
OK0181,04-03-2025,No,Neutral,Not Discussed
HB1347,07-03-2025,No,Satisfied,90
GM3976,27-02-2025,No,Satisfied,Not Discussed
TG1535,07-03-2025,No,Neutral,Not Discussed
NR6327,28-02-2025,No,Not Discussed,Not Discussed
CP3004,24-03-2025,No,Satisfied,90
QA9843,07-03-2025,No,Satisfied,80
GU4404,05-03-2025,No,Satisfied,Not Discussed
IW1611,28-02-2025,No,Neutral,Not Discussed
KK5832,19-03-2025,No,Satisfied,Not Discussed
UA2318,04-03-2025,No,Satisfied,90
ZU0834,20-03-2025,No,Satisfied,100
GI9322,23-03-2025,No,Neutral,Not Discussed
EO2160,23-03-2025,No,Satisfied,80
LD4560,27-02-2025,No,Satisfied,Not Discussed
AC5722,12-03-2025,No,Satisfied,Not Discussed
TM4741,05-03-2025,No,Satisfied,90
DU3847,01-03-2025,No,Satisfied,90
RQ6860,25-02-2025,No,Neutral,80
DI2066,22-03-2025,No,Satisfied,Not Discussed
FT0510,28-02-2025,No,Satisfied,Not Discussed
FT7919,12-03-2025,No,Satisfied,Not Discussed
OM2205,25-02-2025,No,Neutral,Not Discussed
AO7224,13-03-2025,No,Neutral,Not Discussed
OD4066,04-03-2025,Yes,Neutral,60
ZQ4202,18-03-2025,No,Not Discussed,Not Discussed
NE0435,14-03-2025,No,Satisfied,Not Discussed
KS7935,16-03-2025,No,Satisfied,Not Discussed
HF6088,05-03-2025,No,Satisfied,90
CS0691,02-03-2025,No,Satisfied,Not Discussed
JI8209,14-03-2025,No,Neutral,Not Discussed
UI0687,14-03-2025,No,Not Discussed,Not Discussed
HK4410,08-03-2025,No,Neutral,Not Discussed
LX3961,28-02-2025,No,Not Discussed,Not Discussed
HN0939,16-03-2025,No,Neutral,Not Discussed
XD8404,11-03-2025,No,Satisfied,Not Discussed
XO9651,23-02-2025,No,Satisfied,Not Discussed
OL1253,27-02-2025,No,Neutral,Not Discussed
WB4681,01-03-2025,No,Satisfied,Not Discussed
VL9446,21-02-2025,No,Satisfied,Not Discussed
GU0456,05-03-2025,No,Satisfied,85
ZC1669,07-03-2025,No,Dissatisfied,60
SL7261,07-03-2025,No,Neutral,Not Discussed
KT7442,20-02-2025,No,Satisfied,Not Discussed
XF0385,27-02-2025,No,Not Discussed,Not Discussed
TG4297,20-02-2025,No,Not Discussed,Not Discussed
MA5881,09-03-2025,No,Satisfied,Not Discussed
FW9710,18-03-2025,No,Satisfied,90
FH2425,16-03-2025,No,Neutral,80
QR4114,27-02-2025,No,Neutral,Not Discussed
SX1223,15-03-2025,No,Satisfied,90
WU3866,23-02-2025,No,Satisfied,Not Discussed
JI7844,15-03-2025,No,Satisfied,90
NG2317,19-03-2025,No,Satisfied,85
SZ3907,11-03-2025,No,Not Discussed,Not Discussed
GH6600,22-02-2025,No,Satisfied,90
FA2962,23-02-2025,No,Neutral,Not Discussed
VY1920,20-02-2025,No,Satisfied,90
SL2534,22-03-2025,No,Satisfied,Not Discussed
AY3176,10-03-2025,Yes,Satisfied,Not Discussed
DB2984,23-02-2025,No,Satisfied,Not Discussed
BM6675,01-03-2025,No,Neutral,Not Discussed
MV5345,19-03-2025,No,Neutral,Not Discussed
DH1769,27-02-2025,No,Not Discussed,Not Discussed
OG1386,23-02-2025,No,Neutral,Not Discussed
QQ1747,27-02-2025,No,Neutral,Not Discussed
AT7379,23-02-2025,No,Neutral,Not Discussed
TL1226,26-02-2025,Yes,Neutral,60
FX9142,01-03-2025,No,Satisfied,80
IN8026,25-02-2025,No,Satisfied,Not Discussed
EB8991,18-03-2025,No,Neutral,Not Discussed
OJ3047,27-02-2025,No,Satisfied,90
KP6226,23-02-2025,No,Neutral,Not Discussed
OR7701,17-03-2025,No,Neutral,80
CF1183,25-02-2025,No,Neutral,Not Discussed
NQ0044,20-03-2025,No,Neutral,Not Discussed
NQ8553,08-03-2025,No,Neutral,60
RM7281,28-02-2025,No,Not Discussed,Not Discussed
DB2745,23-02-2025,No,Neutral,80
LO7459,06-03-2025,No,Neutral,Not Discussed
DF8385,27-02-2025,No,Neutral,Not Discussed
SU8552,01-03-2025,No,Satisfied,Not Discussed
MO8356,20-03-2025,No,Satisfied,Not Discussed
HD3567,07-03-2025,No,Satisfied,Not Discussed
LI2329,20-02-2025,No,Neutral,90
GJ1233,17-02-2025,No,Satisfied,85
XT7872,28-02-2025,No,Satisfied,Not Discussed
BE8283,24-02-2025,Unknown,Not Discussed,Not Discussed
PA4888,26-02-2025,No,Satisfied,Not Discussed
CP3369,06-03-2025,No,Neutral,Not Discussed
BY1062,28-02-2025,No,Satisfied,Not Discussed
VH6656,13-03-2025,No,Not Discussed,Not Discussed
KK5414,09-03-2025,No,Satisfied,90
XW0129,15-02-2025,No,Satisfied,Not Discussed
DQ4262,12-03-2025,No,Neutral,Not Discussed
BF9589,06-03-2025,No,Satisfied,Not Discussed
XV2322,17-02-2025,No,Neutral,Not Discussed
YT1979,28-02-2025,No,Satisfied,90
BA5019,17-02-2025,No,Satisfied,90
XE3196,24-02-2025,No,Satisfied,90
WV4133,17-02-2025,No,Neutral,Not Discussed
OD2937,28-02-2025,No,Neutral,Not Discussed
TY1387,07-03-2025,No,Satisfied,90
FK0417,18-02-2025,No,Neutral,Not Discussed
US6235,16-03-2025,No,Satisfied,Not Discussed
QI5422,15-03-2025,No,Neutral,Not Discussed
UZ4918,25-02-2025,No,Neutral,Not Discussed
JV3917,26-02-2025,No,Neutral,Not Discussed
IU7221,28-02-2025,No,Satisfied,Not Discussed
CP0855,09-03-2025,No,Satisfied,Not Discussed
TI4923,25-02-2025,No,Neutral,Not Discussed
FQ1384,07-03-2025,No,Satisfied,90
JG0764,03-03-2025,No,Satisfied,Not Discussed
EH2307,05-03-2025,No,Satisfied,Not Discussed
YY2377,14-02-2025,No,Neutral,Not Discussed
JH3513,16-02-2025,No,Neutral,Not Discussed
MV8209,20-02-2025,No,Satisfied,Not Discussed
IY2215,28-02-2025,No,Satisfied,Not Discussed
OK6333,15-02-2025,No,Neutral,60
HQ4247,15-03-2025,No,Satisfied,Not Discussed
DK5053,19-02-2025,No,Neutral,Not Discussed
IG4109,26-02-2025,No,Neutral,80
VY6021,13-02-2025,No,Satisfied,85
OW1473,07-03-2025,No,Neutral,Not Discussed
BR3113,10-03-2025,No,Neutral,Not Discussed
GW6985,08-03-2025,No,Neutral,Not Discussed
VQ3753,20-02-2025,No,Neutral,Not Discussed
UW6494,03-03-2025,No,Neutral,Not Discussed
GH5105,12-02-2025,No,Not Discussed,Not Discussed
HR8863,17-02-2025,No,Satisfied,Not Discussed
IA7771,14-03-2025,No,Satisfied,85
BG3418,28-02-2025,No,Neutral,Not Discussed
SS1012,04-03-2025,No,Neutral,Not Discussed
ZE9755,10-03-2025,No,Satisfied,60
DG4360,25-02-2025,Yes,Neutral,60
PY7253,15-02-2025,No,Satisfied,Not Discussed
FT7734,07-03-2025,No,Dissatisfied,20
NY8471,28-02-2025,No,Satisfied,Not Discussed
BX9959,28-02-2025,No,Neutral,Not Discussed
AU2309,23-02-2025,No,Satisfied,Not Discussed
CQ7815,20-02-2025,No,Neutral,Not Discussed
CG1460,10-03-2025,No,Neutral,Not Discussed
UQ7372,17-02-2025,No,Satisfied,Not Discussed
CU8587,25-02-2025,No,Neutral,Not Discussed
PX9764,19-02-2025,No,Satisfied,90
FS7801,10-02-2025,No,Neutral,Not Discussed
VP0583,25-02-2025,Yes,Neutral,Not Discussed
GW8180,07-03-2025,No,Satisfied,Not Discussed
IT9095,22-02-2025,No,Neutral,Not Discussed
DW3667,04-03-2025,No,Satisfied,80
HY3402,10-02-2025,No,Satisfied,Not Discussed
UZ9459,22-02-2025,No,Neutral,80
ZY7505,11-02-2025,No,Neutral,80
PZ6077,11-03-2025,No,Satisfied,Not Discussed
OC9154,21-02-2025,Unknown,Neutral,Not Discussed
WD3661,28-02-2025,No,Satisfied,85
ZR5170,11-02-2025,No,Not Discussed,Not Discussed
GM7451,10-02-2025,No,Neutral,Not Discussed
VC6134,28-02-2025,No,Neutral,Not Discussed
OP3514,26-02-2025,No,Satisfied,Not Discussed
XS3326,14-02-2025,No,Satisfied,80
LX4333,08-03-2025,No,Neutral,Not Discussed
DN2345,07-03-2025,No,Satisfied,Not Discussed
YU9645,26-02-2025,No,Satisfied,Not Discussed
MG4468,28-02-2025,No,Neutral,Not Discussed
IQ9937,01-03-2025,No,Neutral,Not Discussed
BL8985,14-02-2025,No,Satisfied,85
RS2290,09-02-2025,No,Satisfied,Not Discussed
FV5003,16-02-2025,No,Neutral,Not Discussed
UX6358,28-02-2025,No,Neutral,Not Discussed
FX8755,21-02-2025,No,Neutral,Not Discussed
NV4886,21-02-2025,No,Satisfied,Not Discussed
TX9436,06-02-2025,No,Neutral,90
NT4159,23-02-2025,No,Satisfied,100
BT4221,01-03-2025,No,Neutral,Not Discussed
JA2425,14-02-2025,No,Satisfied,80
LF7165,15-02-2025,No,Neutral,Not Discussed
UT5912,10-02-2025,No,Not Discussed,Not Discussed
VR3699,23-02-2025,No,Satisfied,90
GI0717,15-02-2025,No,Satisfied,Not Discussed
ZA6658,08-02-2025,No,Neutral,Not Discussed
HD9478,05-02-2025,No,Satisfied,90
GF4076,06-02-2025,No,Neutral,Not Discussed
TD5883,08-02-2025,No,Neutral,Not Discussed
CN5311,12-02-2025,No,Neutral,50
QJ3638,22-02-2025,No,Satisfied,90
TJ5494,16-02-2025,No,Satisfied,90
TW8596,06-02-2025,No,Neutral,Not Discussed
VD5865,21-02-2025,No,Neutral,Not Discussed
RV2882,16-02-2025,No,Satisfied,Not Discussed
UN0893,02-03-2025,Yes,Neutral,50
DY7222,14-02-2025,No,Neutral,Not Discussed
BA6354,19-02-2025,No,Satisfied,90
ZU7308,15-02-2025,No,Neutral,Not Discussed
IA2002,13-02-2025,No,Neutral,Not Discussed
GS8031,08-03-2025,No,Satisfied,90
CP1290,23-02-2025,No,Satisfied,90
RX5348,21-02-2025,No,Neutral,Not Discussed
ZC0150,03-03-2025,No,Not Discussed,Not Discussed
PL4096,11-02-2025,No,Neutral,Not Discussed
AW3444,07-03-2025,No,Satisfied,Not Discussed
RW8178,17-02-2025,No,Neutral,Not Discussed
LV7337,10-02-2025,No,Satisfied,Not Discussed
DE2266,18-02-2025,No,Satisfied,Not Discussed
RU0039,12-02-2025,No,Satisfied,Not Discussed
GW1249,05-03-2025,No,Satisfied,Not Discussed
JO9291,03-03-2025,No,Satisfied,Not Discussed
JY5956,14-02-2025,No,Satisfied,Not Discussed
UG5152,07-02-2025,No,Neutral,Not Discussed
OI9595,05-02-2025,No,Neutral,Not Discussed
HW2600,12-02-2025,No,Satisfied,Not Discussed
VZ7278,05-02-2025,No,Dissatisfied,Not Discussed
OR6275,18-02-2025,No,Not Discussed,Not Discussed
II5992,13-02-2025,No,Neutral,Not Discussed
KC4559,15-02-2025,No,Neutral,Not Discussed
WB3309,02-03-2025,No,Dissatisfied,20
HB3236,08-02-2025,No,Not Discussed,Not Discussed
YC5883,02-03-2025,No,Neutral,Not Discussed
GM4215,27-02-2025,No,Neutral,Not Discussed
ID9319,25-02-2025,No,Satisfied,Not Discussed
MC8816,06-02-2025,No,Satisfied,Not Discussed
WU1868,14-02-2025,No,Satisfied,Not Discussed
FA2895,10-02-2025,No,Satisfied,90
NA0816,02-03-2025,No,Neutral,Not Discussed
ZM3688,10-02-2025,No,Neutral,70
KC9517,01-03-2025,No,Satisfied,90
ZK4756,01-03-2025,No,Satisfied,Not Discussed
JU8370,08-02-2025,No,Satisfied,Not Discussed
CQ9966,06-03-2025,No,Satisfied,90
CP1347,28-02-2025,No,Satisfied,85
VX9354,24-02-2025,No,Satisfied,Not Discussed
RX7068,13-02-2025,No,Satisfied,90
DH1424,24-02-2025,No,Satisfied,Not Discussed
TI7631,10-02-2025,No,Neutral,Not Discussed
WY4581,31-01-2025,No,Dissatisfied,40
RP6717,03-02-2025,No,Neutral,80
GA0776,18-02-2025,No,Satisfied,Not Discussed
FN6974,28-02-2025,No,Dissatisfied,20
ES0445,13-02-2025,No,Satisfied,85
