Co_Ref,Prospect_Renewal_Date,Prospect_Outcome,Renewal_Impact_Due_to_Price_Increase,Other_Complaint,Mentioned_Competitors
EK2806,2025-02-08,Won,No,No,No
EK2806,2026-02-08,Churned,No,No,No
EK3980,2025-03-25,Won,No,unknown,No
EK4358,2024-11-19,Won,No,No,No
EK4797,2025-03-21,Won,No,unknown,No
EK5302,2025-03-07,Won,No,No,No
EK5370,2024-11-25,Won,No,No,No
EK5987,2025-01-17,Won,No,No,No
EK6359,2024-08-10,Won,No,Yes,Yes
EK6379,2026-03-08,Won,No,No,No
EK6608,2024-08-04,Churned,No,No,No
EK7384,2025-11-29,Won,No,No,No
EK7507,2024-06-22,Won,No,No,No
EK7507,2025-06-22,Won,No,No,No
EK7669,2024-11-06,Won,No,No,No
EK7669,2025-11-06,Won,No,Yes,No
EK7711,2025-11-28,Won,No,No,No
EK7782,2024-11-11,Won,No,No,No
EK7782,2025-11-11,Won,No,No,No
EK8088,2025-01-26,Won,No,No,No
EK8195,2025-11-27,Won,No,No,No
EK8501,2024-05-17,Won,No,No,No
EK8616,2024-11-03,Won,No,Yes,No
EK8616,2025-11-03,Won,No,Yes,No
EK9686,2024-05-15,Won,No,No,No
EK9696,2025-11-26,Won,No,No,No
EK9705,2024-05-21,Churned,No,No,No
EK9839,2025-09-11,Won,No,No,No
EL0204,2025-02-08,Won,No,Yes,No
EL1033,2024-07-08,Churned,No,Yes,No
EL1723,2025-01-16,Won,No,No,No
EL2131,2025-10-31,Churned,No,No,No
EL2440,2025-12-05,Won,No,No,No
EL3015,2025-02-06,Churned,No,Yes,No
EL3162,2024-08-11,Won,No,No,No
EL3998,2024-04-21,Won,No,Yes,Yes
EL3998,2025-04-21,Won,No,unknown,No
EL4620,2025-12-17,Won,No,No,No
EL4954,2025-03-26,Won,No,No,No
EL5291,2025-11-16,Won,No,No,No
EL5547,2024-11-16,Won,No,No,No
EL5671,2024-07-28,Churned,Yes,Yes,Yes
EL6278,2026-02-01,Won,No,No,No
EL6293,2024-09-18,Won,No,No,No
EL6752,2025-10-28,Won,No,No,No
EL6775,2025-05-08,Won,No,No,No
EL7384,2024-08-05,Won,No,No,Yes
EL7384,2025-08-05,Won,No,Yes,Yes
EL8218,2024-10-13,Won,No,No,No
EL8495,2024-05-10,Won,No,No,No
EL8495,2025-05-10,Won,No,No,No
EL8719,2024-09-27,Won,Yes,Yes,No
EL8893,2024-11-01,Won,No,No,No
EL9026,2024-12-01,Won,No,No,No
EL9150,2024-07-23,Won,No,No,No
EL9266,2025-03-27,Won,No,No,No
EM0409,2026-02-02,Won,No,No,No
EM0896,2026-03-07,Churned,No,No,No
EM1023,2024-11-26,Won,No,No,No
EM1192,2024-11-28,Won,No,No,No
EM1597,2025-05-05,Won,No,No,No
EM2018,2025-02-15,Won,No,No,No
EM4753,2025-04-23,Won,No,unknown,No
EM5266,2025-12-23,Churned,No,No,No
EM5389,2025-10-24,Won,No,Yes,No
EM5916,2025-06-03,Churned,No,No,No
EM6063,2024-11-03,Won,No,No,No
EM6302,2025-11-02,Won,No,Yes,No
EM6809,2024-11-11,Won,No,No,No
EM6809,2025-11-11,Won,No,No,No
EM6867,2024-09-07,Won,No,Yes,No
EM6963,2025-05-22,Churned,No,Yes,No
EM7143,2024-08-19,Churned,No,No,No
EM7258,2025-11-04,Won,No,No,No
EM7264,2025-02-21,Won,No,No,No
EM7264,2026-02-21,Won,No,No,No
EM7351,2025-05-30,Won,No,No,No
EM7382,2025-01-14,Won,No,No,No
EM7429,2025-04-11,Won,No,unknown,No
EM8013,2024-05-15,Won,No,unknown,No
EM8013,2025-05-15,Won,No,No,No
EM8099,2025-02-07,Won,No,Yes,No
EM8692,2025-06-06,Won,No,Yes,No
EM8989,2026-01-14,Won,Yes,Yes,No
EM9532,2026-02-24,Churned,No,Yes,No
EM9861,2025-08-17,Won,No,No,No
EN0250,2025-04-09,Won,No,unknown,No
EN0330,2025-12-19,Won,No,Yes,Yes
EN0493,2026-01-09,Won,No,No,No
EN0511,2025-01-23,Won,No,No,No
EN0557,2025-01-27,Won,No,No,No
EN0604,2025-11-07,Won,No,Yes,Yes
EN1082,2024-11-04,Won,No,No,No
EN1082,2025-11-04,Won,No,No,No
EN1553,2026-03-03,Won,No,No,No
EN1598,2025-11-08,Won,No,No,No
EN3248,2025-05-27,Won,No,No,No
EN3879,2025-10-30,Won,No,No,No
EN4253,2024-09-07,Won,No,Yes,No
EN4253,2025-09-07,Won,No,No,No
EN4678,2025-11-30,Won,No,No,No
EN4717,2026-02-09,Won,No,No,No
EN4854,2025-09-22,Won,No,No,No
EN5030,2025-05-13,Won,No,No,No
EN5269,2025-02-13,Won,No,No,No
EN5269,2026-02-13,Won,No,No,No
EN5472,2024-10-19,Won,No,No,No
EN5508,2025-07-12,Won,No,No,No
EN5923,2025-03-14,Won,No,No,No
EN6193,2025-02-16,Won,No,No,No
EN6225,2025-02-13,Won,No,No,No
EN6225,2026-02-13,Won,No,No,Yes
EN6561,2026-01-14,Won,No,Yes,Yes
EN7318,2025-05-03,Won,No,No,No
EN8137,2025-07-22,Won,No,No,No
EN8376,2026-02-05,Won,No,No,No
EN8854,2025-08-12,Won,No,No,No
EN9019,2026-01-20,Won,No,No,No
EO0081,2024-09-07,Churned,No,No,No
EO1484,2024-05-10,Won,No,No,Yes
EO1495,2025-02-25,Won,No,No,Yes
EO1542,2025-08-01,Won,No,No,No
EO1614,2025-04-05,Won,No,unknown,No
EO1637,2024-10-24,Won,No,No,No
EO2200,2025-12-12,Won,No,Yes,No
EO2687,2024-09-16,Won,No,No,No
EO2907,2025-02-08,Won,No,No,No
EO2907,2026-02-08,Won,No,No,No
EO3842,2025-05-25,Won,No,No,No
EO4727,2025-02-15,Won,No,Yes,No
EO4829,2024-12-09,Won,No,No,No
EO5087,2024-10-06,Won,No,No,Yes
EO5087,2025-10-06,Won,No,No,No
EO5837,2025-09-11,Won,No,No,No
EO7643,2024-06-30,Won,No,No,No
EO7697,2025-02-22,Won,No,No,No
EO7697,2026-02-22,Won,No,No,No
EO8648,2024-06-26,Won,No,No,No
EO8648,2025-06-26,Won,No,No,No
EO8901,2024-11-28,Won,No,unknown,No
EO8901,2025-11-28,Won,No,No,No
EP0176,2024-07-21,Won,No,No,No
EP0176,2025-07-21,Won,No,No,No
EP0906,2024-05-11,Won,No,No,No
EP1282,2025-05-01,Won,No,No,No
EP2129,2026-01-15,Won,No,No,No
EP2520,2025-03-27,Won,No,No,No
EP2776,2025-11-23,Won,No,No,No
EP3718,2024-05-30,Won,No,Yes,No
EP4517,2025-09-27,Won,No,No,No
EP4565,2024-06-30,Churned,No,No,No
EP4745,2025-08-14,Won,No,No,No
EP5719,2024-05-25,Won,No,Yes,No
EP5986,2024-09-04,Won,No,No,No
EP6062,2024-05-05,Won,No,No,No
EP6301,2024-06-26,Won,No,No,No
EP6301,2025-06-26,Won,No,No,No
EP6327,2025-02-25,Won,No,Yes,No
EP6980,2024-09-30,Churned,No,No,No
EP7121,2025-10-25,Churned,Yes,No,No
EP7287,2025-01-13,Won,No,No,No
EP7287,2026-01-13,Won,No,Yes,No
EP8187,2025-05-30,Won,No,No,No
EP9480,2025-11-30,Won,No,No,No
EP9523,2024-11-15,Won,No,No,Yes
EP9859,2024-08-07,Won,No,No,No
EP9859,2025-08-07,Won,No,No,No
EQ0547,2024-10-10,Won,No,No,Yes
EQ0959,2024-10-18,Won,No,Yes,No
EQ1149,2025-03-28,Won,No,No,No
EQ1559,2026-03-06,Won,No,Yes,No
EQ1579,2024-06-20,Churned,Yes,No,No
EQ1594,2025-04-12,Won,No,unknown,No
EQ1737,2025-05-03,Won,No,Yes,No
EQ2267,2024-06-20,Won,No,Yes,No
EQ3166,2024-06-08,Churned,No,No,No
EQ3393,2024-10-10,Won,No,No,No
EQ3393,2025-10-10,Won,No,No,Yes
EQ4064,2024-11-15,Won,No,No,No
EQ6154,2025-07-17,Won,unknown,No,No
EQ6309,2026-01-10,Won,No,Yes,No
EQ7323,2025-10-02,Won,No,No,No
EQ7492,2025-04-28,Won,No,Yes,Yes
EQ8197,2025-04-16,Won,No,unknown,No
EQ9322,2025-11-11,Won,No,No,No
EQ9550,2025-02-26,Won,No,Yes,No
ER0038,2026-03-09,Won,No,No,No
ER0447,2024-10-17,Won,No,No,Yes
ER0447,2025-10-17,Won,No,Yes,No
ER1559,2025-09-29,Churned,No,No,No
ER1625,2025-09-19,Won,No,No,No
ER1806,2025-04-05,Won,No,unknown,Yes
ER1836,2025-05-28,Won,No,No,Yes
ER2443,2024-10-20,Won,No,No,No
ER2443,2025-10-20,Won,No,No,No
ER3479,2025-03-21,Won,Yes,Yes,Yes
ER3897,2024-05-10,Won,No,No,No
ER4015,2024-06-14,Won,No,Yes,No
ER4015,2025-06-14,Churned,No,No,No
ER4287,2025-04-11,Won,No,unknown,No
ER4781,2024-09-22,Won,No,Yes,No
ER4781,2025-09-22,Won,No,No,No
ER5094,2026-01-15,Won,No,No,No
ER5113,2025-06-12,Won,Yes,Yes,No
ER5224,2025-05-07,Won,No,No,No
ER5735,2024-12-16,Won,No,No,No
ER5807,2024-08-14,Won,No,No,No
ER6210,2024-10-04,Won,No,No,No
ER6502,2025-10-10,Churned,No,No,No
ER6616,2024-07-21,Won,No,Yes,Yes
ER6616,2025-07-21,Won,No,No,No
ER6855,2024-06-14,Won,No,Yes,No
ER7094,2025-09-28,Won,No,No,No
ER7364,2025-10-13,Won,No,Yes,No
ER7506,2024-08-08,Churned,No,No,No
ER7880,2025-04-07,Churned,No,unknown,No
ES0077,2024-06-30,Won,No,No,No
ES0440,2024-06-19,Won,No,No,No
ES1859,2024-04-28,Won,No,Yes,No
ES2268,2025-03-13,Won,No,Yes,No
ES2352,2025-04-09,Won,No,unknown,No
ES2945,2024-11-12,Won,No,No,No
ES4405,2024-07-19,Churned,Yes,Yes,No
ES4818,2025-10-02,Won,No,No,No
ES4981,2025-05-25,Won,No,No,No
ES7698,2025-02-28,Won,No,No,No
ES7698,2026-02-28,Won,No,No,No
ES8436,2024-08-29,Won,No,No,No
ES8436,2025-08-29,Churned,Yes,No,No
ES8823,2025-11-23,Won,No,No,No
ES9522,2024-05-28,Won,No,No,No
ES9643,2026-01-21,Won,No,No,No
ES9706,2025-10-17,Won,No,No,No
ET0153,2025-03-14,Won,Yes,Yes,No
ET0912,2024-05-23,Won,No,No,No
ET0956,2025-05-08,Won,No,No,No
ET1179,2024-09-14,Won,No,No,No
ET1179,2025-09-14,Won,No,No,No
ET1475,2026-02-18,Won,No,Yes,No
ET1547,2025-04-21,Won,No,Yes,No
ET2283,2024-08-23,Won,No,No,No
ET2924,2024-09-28,Won,Yes,Yes,No
ET2924,2025-09-28,Won,No,No,No
ET3041,2025-02-05,Churned,Yes,Yes,No
ET3126,2025-01-10,Won,No,No,No
ET3126,2026-01-10,Won,Yes,Yes,Yes
ET3267,2025-10-10,Won,No,No,No
ET3939,2025-11-17,Won,No,No,Yes
ET4005,2025-06-03,Won,No,No,No
ET4022,2024-08-08,Won,No,No,No
ET4022,2025-08-08,Won,No,No,No
ET4178,2025-11-17,Won,No,No,No
ET4919,2024-08-20,Won,No,No,No
ET5247,2025-11-06,Churned,No,No,No
ET5438,2025-07-05,Won,No,Yes,No
ET5593,2025-02-23,Won,No,No,No
ET5593,2026-02-23,Won,No,No,No
ET6322,2024-06-18,Won,No,No,No
ET6322,2025-06-18,Won,No,Yes,No
ET6329,2024-11-22,Won,No,No,No
ET6609,2025-01-26,Churned,No,Yes,No
ET6692,2024-08-21,Won,No,No,No
ET6931,2024-10-06,Churned,No,No,No
ET7046,2024-11-17,Won,No,No,No
ET7046,2025-11-17,Won,No,No,No
ET7492,2025-02-14,Won,No,No,No
ET7492,2026-02-14,Won,No,No,No
ET7740,2025-12-13,Won,No,No,No
ET7763,2024-11-22,Won,No,No,No
EU0064,2024-07-29,Won,No,No,No
EU0064,2025-07-29,Won,No,No,No
EU0147,2026-03-01,Won,No,No,No
EU0153,2025-11-18,Churned,Yes,Yes,Yes
EU0277,2024-07-03,Won,No,No,No
EU0651,2025-04-05,Churned,No,Yes,No
EU0804,2024-04-27,Won,No,No,No
EU0804,2025-04-27,Churned,Yes,Yes,No
EU1190,2025-04-12,Won,No,No,No
EU2074,2024-08-12,Churned,No,No,No
EU2726,2024-10-11,Churned,No,No,No
EU3170,2026-01-30,Won,No,No,No
EU3292,2024-10-06,Won,No,No,No
EU3292,2025-10-06,Won,No,No,No
EU3499,2024-11-18,Won,No,No,Yes
EU3862,2024-11-11,Won,No,No,No
EU3977,2024-12-12,Won,No,No,No
EU4031,2025-12-12,Won,No,No,No
EU4455,2026-02-22,Won,No,No,No
EU4818,2026-02-05,Won,No,No,No
EU4899,2026-02-28,Won,No,No,No
EU4992,2025-02-23,Won,No,No,No
EU4992,2026-02-23,Won,No,No,No
EU5791,2025-08-23,Won,No,No,Yes
EU6315,2025-11-14,Won,Yes,Yes,Yes
EU6807,2025-04-18,Won,Yes,unknown,No
EU7060,2024-08-16,Churned,No,Yes,Yes
EU8516,2025-07-23,Won,No,No,No
EU9235,2025-11-21,Won,No,No,No
EV0159,2024-08-11,Won,No,No,No
EV0191,2024-11-21,Won,No,No,No
EV0191,2025-11-21,Won,No,No,No
EV0366,2025-02-07,Churned,No,No,No
EV0411,2024-10-26,Won,No,Yes,No
EV1674,2025-05-17,Won,No,No,No
EV1873,2025-12-07,Churned,No,No,No
EV2716,2024-07-18,Won,No,No,No
EV2752,2026-02-24,Won,No,No,No
EV2944,2024-10-12,Won,No,unknown,No
EV3722,2025-02-06,Won,No,No,No
EV3753,2024-10-11,Won,No,unknown,No
EV3840,2025-09-15,Won,No,No,No
EV3906,2024-09-13,Won,No,No,No
EV4139,2025-10-08,Won,No,No,Yes
EV4195,2025-03-15,Won,Yes,Yes,Yes
EV4416,2024-07-30,Won,No,No,No
EV4803,2024-07-11,Won,No,No,No
EV5019,2025-09-29,Won,No,No,No
EV5095,2024-07-22,Won,No,No,No
EV6166,2024-11-22,Won,No,No,No
EV6166,2025-11-22,Won,No,No,No
EV6509,2024-12-17,Won,No,No,No
EV6726,2026-01-05,Won,No,No,No
EV7153,2024-08-01,Won,No,No,No
EV7207,2025-11-17,Won,No,No,No
EV7216,2025-03-18,Won,No,No,No
EV7361,2025-11-24,Won,No,No,No
EV7600,2025-11-23,Won,No,No,No
EV8441,2024-10-20,Won,No,No,No
EV8939,2024-07-15,Won,No,No,No
EV9919,2025-08-22,Won,No,No,No
EW0197,2025-09-02,Won,No,No,No
EW0956,2024-07-04,Won,No,No,No
EW1299,2025-02-26,Won,No,No,No
EW1299,2026-02-26,Won,No,No,No
EW1394,2025-07-17,Won,No,No,Yes
EW1663,2024-11-30,Won,No,Yes,No
EW2317,2024-05-28,Won,No,No,No
EW2619,2024-12-19,Won,No,No,No
EW2958,2024-05-02,Churned,No,No,No
EW3715,2024-06-30,Churned,Yes,Yes,Yes
EW4632,2025-07-13,Won,No,No,No
EW4655,2024-07-17,Won,No,No,No
EW4894,2025-02-23,Won,No,Yes,No
EW4894,2026-02-23,Won,No,Yes,No
EW5133,2026-03-10,Won,No,No,No
EW5248,2025-12-06,Won,No,No,No
EW5509,2025-09-24,Won,No,No,No
EW5771,2025-03-22,Won,No,No,No
EW6043,2025-09-11,Won,No,No,No
EW6103,2025-04-06,Won,No,unknown,No
EW6567,2025-04-17,Won,No,No,No
EW6921,2024-11-24,Won,No,No,No
EW6921,2025-11-24,Won,No,No,No
EW6975,2024-10-12,Won,No,No,No
EW7869,2025-05-13,Won,No,No,No
EW8484,2024-06-21,Won,No,No,No
EW8484,2025-06-21,Won,No,No,No
EW8488,2024-06-10,Won,No,Yes,Yes
EW8562,2026-03-15,Won,No,Yes,No
EW8594,2024-11-25,Won,No,No,No
EW8975,2025-06-22,Won,No,No,No
EW9568,2025-06-11,Won,No,No,No
EW9637,2024-09-26,Won,No,Yes,No
EX0161,2025-06-11,Won,No,Yes,No
EX1296,2026-01-06,Won,No,No,No
EX1356,2025-09-15,Won,No,No,No
EX1644,2025-02-17,Won,Yes,Yes,No
EX1958,2024-07-09,Won,No,No,No
EX1958,2025-07-09,Won,No,No,No
EX2063,2025-02-17,Won,No,Yes,No
EX2063,2026-02-17,Won,No,No,No
EX2542,2025-01-06,Won,No,No,No
EX2542,2026-01-06,Won,No,No,No
EX2581,2024-07-03,Churned,No,Yes,No
EX2772,2025-09-01,Won,No,No,No
EX3737,2024-10-31,Churned,No,No,No
EX4295,2025-12-05,Won,No,No,No
EX4428,2024-06-03,Won,No,No,No
EX4808,2024-12-15,Won,No,No,No
EX5031,2024-09-15,Won,No,No,No
EX5336,2024-08-04,Won,No,No,No
EX5336,2025-08-04,Churned,Yes,Yes,Yes
EX6024,2024-07-14,Won,No,No,No
EX6681,2025-11-03,Won,No,No,No
EX6790,2024-11-06,Won,No,No,Yes
EX6879,2025-08-03,Churned,No,No,No
EX6907,2024-10-30,Won,No,No,No
EX7198,2024-09-30,Won,No,No,No
EX7198,2025-09-30,Won,No,No,No
EX7560,2025-11-09,Won,No,No,No
EX7870,2025-10-02,Won,No,No,No
EX8401,2024-04-25,Won,No,No,No
EX8401,2025-04-25,Won,No,No,No
EX8517,2025-05-14,Won,No,No,No
EY0044,2025-08-17,Won,No,No,No
EY0081,2024-10-12,Won,No,No,No
EY0081,2025-10-12,Won,No,No,No
EY0237,2025-02-28,Won,No,No,No
EY0237,2026-02-28,Won,No,No,No
EY0305,2024-11-29,Won,No,No,No
EY0305,2025-11-29,Won,No,No,No
EY0882,2025-08-22,Won,No,No,No
EY1268,2025-06-20,Won,No,No,No
EY1321,2025-12-27,Won,No,No,No
EY1739,2024-11-29,Won,No,No,No
EY1863,2025-02-11,Won,No,No,No
EY1863,2026-02-11,Won,No,No,No
EY1978,2025-12-09,Won,No,No,No
EY2456,2026-01-24,Won,No,No,No
EY2465,2024-07-01,Won,No,Yes,Yes
EY3078,2025-01-05,Won,No,No,No
EY3078,2026-01-05,Won,No,No,No
EY3985,2025-05-24,Won,No,No,No
EY4138,2024-11-22,Churned,No,No,No
EY4870,2025-02-16,Won,No,No,No
EY4870,2026-02-16,Won,No,No,No
EY4970,2024-05-28,Won,No,No,No
EY5284,2025-05-13,Churned,No,No,No
EY5482,2025-07-25,Won,No,Yes,No
EY5679,2025-01-11,Won,No,No,No
EY5679,2026-01-11,Won,No,No,No
EY5835,2024-06-28,Won,No,Yes,No
EY6874,2024-12-30,Won,No,No,No
EY6874,2025-12-30,Won,No,No,No
EY7196,2024-05-12,Won,No,No,No
EY7196,2025-05-12,Won,No,No,No
EY7335,2025-02-05,Won,No,No,No
EY7513,2024-06-02,Won,No,No,No
EY7599,2024-07-31,Won,No,No,No
EY7599,2025-07-31,Won,No,No,No
EY8559,2025-02-27,Won,No,No,No
EY9520,2025-10-09,Won,No,No,No
EY9590,2024-10-31,Won,No,No,No
EY9612,2025-10-09,Won,No,No,No
EZ0063,2025-03-25,Won,No,unknown,No
EZ0147,2025-02-09,Won,No,No,No
EZ0598,2025-03-31,Won,No,unknown,No
EZ0943,2024-04-29,Won,No,No,No
EZ0943,2025-04-29,Churned,No,Yes,No
EZ1094,2025-11-24,Won,No,Yes,Yes
EZ1184,2025-04-10,Won,No,unknown,No
EZ1214,2025-10-28,Won,No,No,No
EZ1842,2024-11-09,Won,No,No,No
EZ1842,2025-11-09,Won,No,No,No
EZ1875,2024-09-22,Won,No,No,No
EZ1875,2025-09-22,Won,No,No,No
EZ1925,2024-08-18,Won,No,No,No
EZ2170,2024-05-29,Won,No,Yes,No
EZ2335,2024-11-15,Won,No,No,No
EZ3328,2025-06-08,Won,No,No,Yes
EZ3385,2024-09-18,Won,No,No,No
EZ3385,2025-09-18,Won,No,No,No
EZ3525,2024-06-14,Won,No,No,No
EZ3525,2025-06-14,Won,No,No,No
EZ3589,2024-05-02,Won,No,No,No
EZ3589,2025-05-02,Won,No,No,No
EZ3669,2024-09-25,Won,No,No,No
EZ3669,2025-09-25,Won,No,No,No
EZ4052,2024-05-27,Won,No,No,No
EZ4052,2025-05-27,Won,No,Yes,No
EZ4530,2025-02-27,Won,No,No,No
EZ5008,2025-10-30,Won,No,No,No
EZ5657,2024-08-21,Won,No,No,No
EZ6180,2024-11-28,Won,No,No,No
EZ6203,2025-01-10,Won,No,No,No
EZ6705,2024-07-31,Won,No,No,No
EZ6705,2025-07-31,Churned,No,Yes,No
EZ6920,2024-04-24,Won,No,No,No
EZ7405,2024-09-13,Won,No,No,No
EZ7514,2024-05-15,Won,No,No,No
EZ8832,2024-06-15,Won,No,No,No
EZ8832,2025-06-15,Won,No,No,No
EZ9324,2025-08-15,Won,No,No,No
EZ9433,2024-06-30,Won,No,No,No
EZ9806,2024-09-19,Won,No,No,Yes
EZ9894,2024-06-29,Won,No,No,No
EZ9903,2024-07-31,Won,No,No,No
FA0753,2024-11-17,Won,No,No,No
FA0753,2025-11-17,Won,No,No,No
FA1447,2025-08-21,Won,No,No,No
FA1635,2024-10-23,Won,No,Yes,No
FA1824,2025-06-08,Won,No,No,No
FA2293,2025-01-26,Won,No,No,No
FA2458,2024-05-16,Churned,No,No,Yes
FA2532,2024-12-17,Won,No,No,No
FA2962,2025-02-23,Won,No,No,Yes
FA3115,2024-06-23,Won,No,No,No
FA3201,2026-03-13,Won,No,No,No
FA3851,2026-03-05,Won,No,Yes,No
FA3860,2024-05-11,Won,No,No,No
FA3860,2025-05-11,Won,No,No,No
FA3968,2025-02-03,Churned,No,No,No
FA4090,2025-12-17,Won,No,No,No
FA4523,2024-04-26,Won,No,No,No
FA4523,2025-04-26,Won,No,No,No
FA4814,2024-06-30,Won,No,No,No
FA5524,2024-11-24,Won,No,Yes,Yes
FA6838,2025-03-10,Won,No,No,No
FA7158,2024-10-09,Won,No,No,No
FA7569,2024-09-21,Won,No,Yes,No
FA7569,2025-09-21,Won,No,No,No
FA7925,2025-01-09,Won,No,No,No
FA7925,2026-01-09,Won,No,No,No
FA8392,2026-02-15,Won,No,No,No
FA9242,2025-01-23,Won,No,No,No
FA9419,2025-10-01,Won,No,No,No
FA9528,2025-02-03,Won,No,No,No
FA9758,2025-05-29,Won,No,No,No
FA9826,2025-04-12,Won,No,No,No
FB0345,2025-11-07,Won,No,No,No
FB0505,2025-01-22,Won,No,No,No
FB1021,2025-08-11,Won,No,Yes,No
FB2093,2024-09-03,Won,No,No,No
FB2216,2024-10-02,Won,No,Yes,No
FB2258,2025-06-08,Won,No,No,No
FB2611,2024-10-13,Won,No,No,Yes
FB2847,2026-02-14,Won,No,No,No
FB3650,2025-06-05,Won,No,No,No
FB3773,2024-10-09,Won,No,unknown,No
FB3773,2025-10-09,Churned,No,No,No
FB3889,2024-08-31,Won,No,No,Yes
FB3889,2025-08-31,Won,No,Yes,No
FB3898,2024-05-17,Won,No,No,No
FB3898,2025-05-17,Won,No,No,No
FB4253,2025-06-06,Won,No,No,No
FB4367,2024-11-13,Won,No,No,No
FB4671,2025-09-30,Won,No,No,No
FB4721,2025-02-17,Won,No,No,No
FB4721,2026-02-17,Won,No,No,No
FB4770,2025-12-18,Won,No,Yes,No
FB5801,2025-12-15,Won,No,No,No
FB6795,2026-03-03,Won,No,No,No
FB7071,2025-05-07,Won,No,No,No
FB7474,2025-09-03,Won,No,Yes,No
FB7713,2024-05-02,Won,No,No,No
FB7713,2025-05-02,Won,No,No,No
FB7755,2024-08-31,Won,No,No,No
FB7755,2025-08-31,Won,No,No,No
FB7770,2025-01-31,Won,No,No,No
FB8067,2025-01-17,Won,No,No,No
FB8176,2025-01-14,Won,No,No,No
FB8563,2025-11-21,Won,No,No,No
FB9570,2025-07-13,Won,No,No,No
FB9937,2025-06-27,Won,No,Yes,Yes
FC0103,2024-09-24,Won,No,Yes,No
FC0105,2024-11-03,Won,No,No,No
FC0495,2024-07-29,Won,No,No,No
FC1916,2024-08-06,Won,No,No,No
FC2021,2024-04-24,Won,No,No,Yes
FC2264,2025-09-28,Won,No,No,No
FC2488,2024-08-14,Won,No,No,No
FC2544,2024-08-24,Won,No,No,No
FC3802,2025-11-21,Won,No,No,No
FC4324,2025-02-05,Won,unknown,No,No
FC4668,2026-03-06,Won,No,No,No
FC5122,2024-06-01,Won,No,No,No
FC5122,2025-06-01,Won,No,No,No
FC5782,2024-07-20,Churned,No,No,No
FC6317,2024-12-21,Won,No,No,No
FC6412,2025-01-10,Won,No,No,No
FC6485,2024-06-02,Churned,No,Yes,No
FC6602,2024-10-05,Churned,No,No,Yes
FC7723,2025-03-19,Won,No,No,Yes
FC7866,2024-12-07,Won,No,Yes,No
FC9298,2025-03-11,Won,No,No,Yes
FC9298,2026-03-11,Won,No,No,No
FC9610,2025-11-27,Won,No,No,No
FC9729,2025-06-06,Won,Yes,Yes,Yes
FC9822,2025-04-08,Won,No,No,No
FD0234,2024-05-24,Won,No,No,Yes
FD0716,2024-09-05,Won,No,No,No
FD0858,2025-08-15,Won,No,No,No
FD1136,2024-07-24,Won,No,No,No
FD1136,2025-07-24,Won,No,Yes,No
FD1641,2025-05-22,Won,Yes,Yes,Yes
FD1814,2025-02-23,Won,No,No,No
FD2032,2025-10-26,Won,No,No,No
FD2168,2024-12-08,Won,No,Yes,No
FD2215,2025-04-29,Won,No,No,No
FD2269,2024-05-06,Won,No,No,No
FD2310,2025-03-20,Won,No,Yes,Yes
FD2382,2025-06-15,Won,No,No,No
FD3124,2024-12-08,Won,No,No,No
FD3124,2025-12-08,Won,No,No,No
FD3921,2025-03-02,Won,No,No,Yes
FD4486,2024-08-11,Won,No,No,No
FD4812,2024-08-29,Won,No,No,No
FD5075,2025-06-22,Churned,No,No,No
FD5208,2025-03-08,Churned,No,No,No
FD5376,2025-04-11,Won,No,No,No
FD5771,2025-03-14,Churned,No,No,No
FD6265,2025-10-17,Won,No,Yes,No
FD7444,2025-11-08,Churned,No,No,No
FD7770,2025-05-27,Churned,No,No,No
FD8372,2025-03-06,Won,No,No,No
FD8907,2025-08-30,Won,No,No,No
FD9044,2024-08-18,Churned,No,No,No
FD9226,2024-08-04,Won,No,No,No
FD9429,2025-01-20,Won,No,No,No
FD9611,2024-10-12,Won,No,No,No
FE1002,2025-05-03,Churned,No,Yes,Yes
FE1141,2025-12-05,Won,Yes,Yes,Yes
FE1561,2025-06-16,Won,No,No,Yes
FE2553,2026-01-16,Won,No,No,No
FE2569,2025-02-24,Won,No,No,No
FE2748,2024-04-27,Won,No,No,No
FE2748,2025-04-27,Churned,No,Yes,No
FE2867,2025-03-01,Won,No,No,No
FE2867,2026-03-01,Won,No,No,No
FE2914,2024-07-07,Churned,No,No,No
FE3534,2025-12-18,Won,No,No,No
FE3818,2024-09-22,Won,No,No,No
FE3879,2024-08-28,Won,No,No,No
FE3879,2025-08-28,Won,No,No,No
FE5107,2025-04-03,Won,No,unknown,No
FE5676,2024-06-22,Won,No,No,No
FE5676,2025-06-22,Won,No,No,No
FE5910,2024-10-16,Won,No,Yes,No
FE5924,2026-01-22,Won,No,No,Yes
FE6241,2025-07-19,Won,No,No,No
FE6756,2024-10-14,Won,No,No,No
FE6756,2025-10-14,Won,No,Yes,No
FE6871,2024-11-26,Won,No,Yes,No
FE7234,2025-04-26,Won,No,unknown,No
FE7395,2025-03-28,Won,No,unknown,No
FE7610,2025-04-15,Won,No,unknown,No
FE8181,2026-01-04,Won,No,Yes,No
FE8269,2025-10-10,Won,No,No,No
FE8650,2024-11-25,Won,No,No,No
FE8691,2025-10-15,Won,No,No,No
FE8889,2025-11-09,Won,No,No,No
FE9031,2025-07-20,Won,No,Yes,No
FE9546,2024-12-22,Won,No,Yes,No
FE9546,2025-12-22,Won,No,No,No
FE9845,2025-04-09,Won,No,unknown,No
FF0695,2024-10-16,Won,No,No,No
